"ID";"Symbol";"MeanExpression";"Metagene";"Chromosome";"Description"
"ENSDARG00000009524";"rnf150a";7,89653163284292;"18 x 36";"23 NA";"ring finger protein 150b [Source:ZFIN;Acc:ZDB-GENE-050417-470]"
"ENSDARG00000017905";"casp3a";9,3287846034887;"18 x 36";"1 NA";"caspase 3, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-011210-1]"
"ENSDARG00000041703";"rrbp1b";10,0840838936946;"18 x 36";"22 NA";"ribosome binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030429-36]"
"ENSDARG00000045946";"sec24d";9,62827384814592;"18 x 36";"7 NA";"SEC24 homolog D, COPII coat complex component [Source:ZFIN;Acc:ZDB-GENE-070117-2501]"
"ENSDARG00000054903";"mta3";9,26597637637111;"18 x 36";"12 NA";"metastasis associated 1 family, member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-6485]"
"ENSDARG00000056138";"sf3b1";12,2206453870704;"18 x 36";"9 NA";"splicing factor 3b, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040827-3]"
"ENSDARG00000056695";"phc2a";8,85316295283796;"18 x 36";"23 NA";"polyhomeotic homolog 2a (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-020312-1]"
"ENSDARG00000071673";"ctdspla";6,93234862351635;"18 x 36";"24 NA";"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like a [Source:ZFIN;Acc:ZDB-GENE-060825-333]"
"ENSDARG00000074303";"phf12a";9,44158215766428;"18 x 36";"10 NA";"PHD finger protein 12a [Source:ZFIN;Acc:ZDB-GENE-030131-3876]"
"ENSDARG00000076290";"calr";10,9522246189336;"18 x 36";"8 NA";"calreticulin [Source:ZFIN;Acc:ZDB-GENE-030131-4042]"
"ENSDARG00000076404";"mctp1a";4,6098819941614;"18 x 36";"5 NA";"multiple C2 domains, transmembrane 1a [Source:ZFIN;Acc:ZDB-GENE-110125-3]"
"ENSDARG00000088036";"si:dkey-106g10.7";8,27186203323378;"18 x 36";"7 NA";"si:dkey-106g10.7 [Source:ZFIN;Acc:ZDB-GENE-160728-46]"
"ENSDARG00000093628";"s100a11";4,87924802900067;"18 x 36";"19 NA";"S100 calcium binding protein A11 [Source:ZFIN;Acc:ZDB-GENE-070717-5]"
"ENSDARG00000096491";"LOC100537797";3,80610660958881;"18 x 36";"4 NA";"si:ch211-73m21.1 [Source:ZFIN;Acc:ZDB-GENE-120709-61]"
"ENSDARG00000010085";"p4ha2";7,92525467774336;"19 x 36";"21 NA";"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-030827-1]"
"ENSDARG00000013302";"gpx8";6,75028960707036;"19 x 36";"8 NA";"glutathione peroxidase 8 (putative) [Source:ZFIN;Acc:ZDB-GENE-040426-965]"
"ENSDARG00000017532";"kif25";3,12155727418949;"19 x 36";"20 NA";"kinesin family member 25 [Source:ZFIN;Acc:ZDB-GENE-041001-167]"
"ENSDARG00000018492";"znf503";10,064485467016;"19 x 36";"13 NA";"zinc finger protein 503 [Source:ZFIN;Acc:ZDB-GENE-031113-5]"
"ENSDARG00000038006";"osr2";4,72568839653205;"19 x 36";"16 NA";"odd-skipped related transciption factor 2 [Source:ZFIN;Acc:ZDB-GENE-050417-183]"
"ENSDARG00000043842";"si:ch73-111k22.2";9,5764745875653;"19 x 36";"20 NA";"si:ch73-111k22.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5221]"
"ENSDARG00000044251";"rasgef1bb";7,7395933892368;"19 x 36";"10 NA";"RasGEF domain family, member 1Bb [Source:ZFIN;Acc:ZDB-GENE-040801-220]"
"ENSDARG00000051800";"fnbp4";10,3774577001823;"19 x 36";"25 NA";"formin binding protein 4 [Source:ZFIN;Acc:ZDB-GENE-130530-633]"
"ENSDARG00000055897";"zgc:154093";7,48131156788084;"19 x 36";"15 NA";"zgc:154093 [Source:ZFIN;Acc:ZDB-GENE-061103-517]"
"ENSDARG00000059109";"si:dkeyp-113d7.1";9,86903694712539;"19 x 36";"19 NA";"si:dkeyp-113d7.1 [Source:ZFIN;Acc:ZDB-GENE-030131-755]"
"ENSDARG00000060238";"uacab";8,62079121176649;"19 x 36";"7 NA";"uveal autoantigen with coiled-coil domains and ankyrin repeats b [Source:ZFIN;Acc:ZDB-GENE-030521-32]"
"ENSDARG00000068401";"yap1";10,8894791349056;"19 x 36";"18 NA";"Yes-associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9710]"
"ENSDARG00000079699";"zgc:162612";3,95625491662191;"19 x 36";"3 NA";"zgc:162612 [Source:ZFIN;Acc:ZDB-GENE-070410-88]"
"ENSDARG00000100149";"axin2";10,35576152728;"19 x 36";"3 NA";"axin 2 (conductin, axil) [Source:ZFIN;Acc:ZDB-GENE-000403-2]"
"ENSDARG00000100402";"fgd1";9,58742363529452;"19 x 36";"8 NA";"FYVE, RhoGEF and PH domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-33]"
"ENSDARG00000104567";"";9,29343804463424;"19 x 36";"KN150487.1 NA";"lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]"
"ENSDARG00000017722";"si:ch73-151m17.5";3,12579738566019;"20 x 36";"25 NA";"si:ch73-151m17.5 [Source:ZFIN;Acc:ZDB-GENE-131121-43]"
"ENSDARG00000039222";"mpl";3,64608575148887;"20 x 36";"6 NA";"MPL proto-oncogene, thrombopoietin receptor [Source:ZFIN;Acc:ZDB-GENE-060421-1]"
"ENSDARG00000042796";"yy1a";9,15365807158334;"20 x 36";"17 NA";"YY1 transcription factor a [Source:ZFIN;Acc:ZDB-GENE-030131-1117]"
"ENSDARG00000042899";"si:ch211-163l21.8";4,52185128635729;"20 x 36";"8 NA";"si:ch211-163l21.8 [Source:ZFIN;Acc:ZDB-GENE-041008-93]"
"ENSDARG00000043074";"grp";3,74306933886881;"20 x 36";"21 NA";"gastrin-releasing peptide [Source:ZFIN;Acc:ZDB-GENE-060526-117]"
"ENSDARG00000045880";"gas2l3";7,35584015386116;"20 x 36";"4 NA";"growth arrest-specific 2 like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-2560]"
"ENSDARG00000059794";"kdm6al";9,89149330042522;"20 x 36";"6 NA";"lysine (K)-specific demethylase 6A, like [Source:ZFIN;Acc:ZDB-GENE-070112-2002]"
"ENSDARG00000069888";"cldna";3,76009936762829;"20 x 36";"15 NA";"claudin a [Source:ZFIN;Acc:ZDB-GENE-010328-1]"
"ENSDARG00000069946";"itga6b";8,57809412796448;"20 x 36";"1 NA";"integrin, alpha 6b [Source:ZFIN;Acc:ZDB-GENE-050320-5]"
"ENSDARG00000069980";"lman1";7,81691163043155;"20 x 36";"21 NA";"lectin, mannose-binding, 1 [Source:ZFIN;Acc:ZDB-GENE-060201-4]"
"ENSDARG00000074017";"";8,50453006299864;"20 x 36";"3 NA";"ubiquitin specific peptidase 31 [Source:ZFIN;Acc:ZDB-GENE-100210-4]"
"ENSDARG00000074591";"eda";4,78540068400736;"20 x 36";"5 NA";"ectodysplasin A [Source:ZFIN;Acc:ZDB-GENE-050107-6]"
"ENSDARG00000075509";"phf12b";9,63675619732257;"20 x 36";"15 NA";"PHD finger protein 12b [Source:ZFIN;Acc:ZDB-GENE-110628-2]"
"ENSDARG00000077084";"col28a1a";3,74865274777018;"20 x 36";"19 NA";"collagen, type XXVIII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-070705-84]"
"ENSDARG00000078576";"setd5";10,1556574370873;"20 x 36";"6 NA";"SET domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-080523-1]"
"ENSDARG00000078767";"yeats2";8,96151173369072;"20 x 36";"2 NA";"YEATS domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-081104-292]"
"ENSDARG00000101339";"";3,04035233714983;"20 x 36";"13 NA";""
"ENSDARG00000102184";"";10,6994001363646;"20 x 36";"2 NA";"mindbomb E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-030404-2]"
"ENSDARG00000003395";"";4,14520001759415;"21 x 36";"15 NA";"collagen, type IV, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070802-4]"
"ENSDARG00000003429";"hnrpdl";10,3267334913511;"21 x 36";"10 NA";"heterogeneous nuclear ribonucleoprotein D-like [Source:ZFIN;Acc:ZDB-GENE-040426-2717]"
"ENSDARG00000008218";"znf410";8,46882834081777;"21 x 36";"20 NA";"zinc finger protein 410 [Source:ZFIN;Acc:ZDB-GENE-040426-1817]"
"ENSDARG00000012627";"cdc34b";9,31579741859286;"21 x 36";"2 NA";"cell division cycle 34 homolog (S. cerevisiae) b [Source:ZFIN;Acc:ZDB-GENE-040718-439]"
"ENSDARG00000014545";"golim4b";5,9453701197335;"21 x 36";"2 NA";"golgi integral membrane protein 4b [Source:ZFIN;Acc:ZDB-GENE-050327-74]"
"ENSDARG00000015076";"gja8b";3,17158392304498;"21 x 36";"1 NA";"gap junction protein alpha 8 paralog b [Source:ZFIN;Acc:ZDB-GENE-010607-3]"
"ENSDARG00000018321";"lbx1a";4,38534923314815;"21 x 36";"13 NA";"ladybird homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-040724-40]"
"ENSDARG00000018904";"cstf3";10,6444066560613;"21 x 36";"18 NA";"cleavage stimulation factor, 3' pre-RNA, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1997]"
"ENSDARG00000020840";"mcrs1";8,79186534993652;"21 x 36";"11 NA";"microspherule protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2434]"
"ENSDARG00000022995";"clic4";10,9217085289164;"21 x 36";"17 NA";"chloride intracellular channel 4 [Source:ZFIN;Acc:ZDB-GENE-030326-3]"
"ENSDARG00000023703";"kctd6b";6,36115361905147;"21 x 36";"23 NA";"potassium channel tetramerization domain containing 6b [Source:ZFIN;Acc:ZDB-GENE-040718-14]"
"ENSDARG00000025718";"cxxc1b";8,19182765049149;"21 x 36";"11 NA";"CXXC finger protein 1b [Source:ZFIN;Acc:ZDB-GENE-030728-4]"
"ENSDARG00000041689";"usf1";8,22168337036525;"21 x 36";"15 NA";"upstream transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1072]"
"ENSDARG00000069796";"znf1124";8,73411034593644;"21 x 36";"3 NA";"zinc finger protein 1124 [Source:ZFIN;Acc:ZDB-GENE-071004-105]"
"ENSDARG00000074431";"";10,4128284494442;"21 x 36";"18 NA";"damage-specific DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1272]"
"ENSDARG00000074590";"wdpcp";5,35486330725575;"21 x 36";"17 NA";"WD repeat containing planar cell polarity effector [Source:ZFIN;Acc:ZDB-GENE-100405-4]"
"ENSDARG00000098021";"";8,00158672883422;"21 x 36";"3 NA";"si:dkey-111k8.2 [Source:ZFIN;Acc:ZDB-GENE-131122-104]"
"ENSDARG00000098845";"lrp12";9,83555968976564;"21 x 36";"19 NA";"low density lipoprotein receptor-related protein 12 [Source:ZFIN;Acc:ZDB-GENE-060503-399]"
"ENSDARG00000099244";"";6,1181578865872;"21 x 36";"14 NA";"protocadherin 2 gamma 7 [Source:ZFIN;Acc:ZDB-GENE-050610-29]"
"ENSDARG00000099442";"rbm14b";8,7895919813064;"21 x 36";"KN150424.1 NA";""
"ENSDARG00000101046";"";2,96264011242479;"21 x 36";"4 NA";"si:dkeyp-107f9.1 [Source:ZFIN;Acc:ZDB-GENE-120709-34]"
"ENSDARG00000102363";"LOC108179101";6,28636680079767;"21 x 36";"22 NA";"si:ch73-138e16.4 [Source:ZFIN;Acc:ZDB-GENE-070705-203]"
"ENSDARG00000102678";"";5,67850379599248;"21 x 36";"22 NA";"zinc finger protein 1181 [Source:ZFIN;Acc:ZDB-GENE-050208-386]"
"ENSDARG00000104017";"";6,8279410797462;"21 x 36";"1 NA";""
"ENSDARG00000000394";"matr3l1.2";10,6164435652329;"22 x 36";"14 NA";"matrin 3-like 1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-40]"
"ENSDARG00000003069";"btbd7";9,03410669683402;"22 x 36";"20 NA";"BTB (POZ) domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-030131-4477]"
"ENSDARG00000003398";"rbpja";9,01619615957517;"22 x 36";"1 NA";"recombination signal binding protein for immunoglobulin kappa J region a [Source:ZFIN;Acc:ZDB-GENE-031117-1]"
"ENSDARG00000008966";"tbl1xr1b";9,80526116839124;"22 x 36";"2 NA";"transducin (beta)-like 1 X-linked receptor 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1192]"
"ENSDARG00000009438";"myog";4,26491284700148;"22 x 36";"11 NA";"myogenin [Source:ZFIN;Acc:ZDB-GENE-980526-265]"
"ENSDARG00000012534";"slc6a6a";4,01294158460072;"22 x 36";"8 NA";"solute carrier family 6 (neurotransmitter transporter), member 6a [Source:ZFIN;Acc:ZDB-GENE-081104-1]"
"ENSDARG00000026811";"extl3";9,13052582393655;"22 x 36";"20 NA";"exostosin-like glycosyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041124-2]"
"ENSDARG00000037781";"acss2";9,91497242314592;"22 x 36";"23 NA";"acyl-CoA synthetase short-chain family member 2 [Source:ZFIN;Acc:ZDB-GENE-040718-388]"
"ENSDARG00000059870";"clk2b";7,47371364288418;"22 x 36";"16 NA";"CDC-like kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060929-1126]"
"ENSDARG00000060566";"";4,21938380513739;"22 x 36";"21 NA";"clustered mitochondria (cluA/CLU1) homolog b [Source:ZFIN;Acc:ZDB-GENE-091113-48]"
"ENSDARG00000062361";"zgc:158234";9,44992106708643;"22 x 36";"10 NA";"zgc:158234 [Source:ZFIN;Acc:ZDB-GENE-070112-2352]"
"ENSDARG00000073837";"senp2";8,83027412643429;"22 x 36";"6 NA";"SUMO1/sentrin/SMT3 specific peptidase 2 [Source:ZFIN;Acc:ZDB-GENE-060810-183]"
"ENSDARG00000074213";"";3,35139088839841;"22 x 36";"1 NA";"eukaryotic translation initiation factor 3, subunit Bb [Source:ZFIN;Acc:ZDB-GENE-090312-175]"
"ENSDARG00000075917";"cfap74";4,6953372630805;"22 x 36";"8 NA";"cilia and flagella associated protein 74 [Source:ZFIN;Acc:ZDB-GENE-081104-480]"
"ENSDARG00000079143";"si:ch73-278m9.1";5,72072323930925;"22 x 36";"4 NA";"si:ch73-278m9.1 [Source:ZFIN;Acc:ZDB-GENE-141212-261]"
"ENSDARG00000086950";"";8,88184616950175;"22 x 36";"16 NA";"si:ch211-269k10.2 [Source:ZFIN;Acc:ZDB-GENE-131120-171]"
"ENSDARG00000088375";"zgc:174704";4,51328834250971;"22 x 36";"4 NA";"zgc:174704 [Source:ZFIN;Acc:ZDB-GENE-080218-5]"
"ENSDARG00000090429";"ccdc178";3,92163415139163;"22 x 36";"24 NA";"si:dkeyp-7a3.1 [Source:ZFIN;Acc:ZDB-GENE-091204-119]"
"ENSDARG00000099143";"fnta";8,17975274356464;"22 x 36";"14 NA";"farnesyltransferase, CAAX box, alpha [Source:ZFIN;Acc:ZDB-GENE-030131-866]"
"ENSDARG00000100981";"";3,83996175524349;"22 x 36";"2 NA";"coiled-coil domain containing 39 [Source:HGNC Symbol;Acc:HGNC:25244]"
"ENSDARG00000101523";"arxb";3,19455376357537;"22 x 36";"21 NA";"aristaless related homeobox b [Source:ZFIN;Acc:ZDB-GENE-121109-2]"
"ENSDARG00000101549";"nkx2.2b";3,44615222467743;"22 x 36";"20 NA";"NK2 homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-050217-3]"
"ENSDARG00000006345";"";7,86311137940071;"23 x 36";"15 NA";"mediator complex subunit 17 [Source:ZFIN;Acc:ZDB-GENE-040302-1]"
"ENSDARG00000018854";"scaf4b";9,79640622251213;"23 x 36";"15 NA";"SR-related CTD-associated factor 4b [Source:ZFIN;Acc:ZDB-GENE-050506-42]"
"ENSDARG00000018914";"hnrnpk";10,5237626991778;"23 x 36";"8 NA";"heterogeneous nuclear ribonucleoprotein K [Source:ZFIN;Acc:ZDB-GENE-040426-1926]"
"ENSDARG00000020443";"xkr6a";4,21473719546338;"23 x 36";"17 NA";"XK, Kell blood group complex subunit-related family, member 6a [Source:ZFIN;Acc:ZDB-GENE-131121-106]"
"ENSDARG00000041952";"prox2";3,76841251224673;"23 x 36";"17 NA";"prospero homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-081003-3]"
"ENSDARG00000045373";"pabpn1";11,2687423624053;"23 x 36";"24 NA";"poly(A) binding protein, nuclear 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2401]"
"ENSDARG00000053650";"foxb1b";2,54146706473659;"23 x 36";"7 NA";"forkhead box B1b [Source:ZFIN;Acc:ZDB-GENE-990415-77]"
"ENSDARG00000074624";"si:ch211-198a12.6";11,1350286943689;"23 x 36";"13 NA";"si:ch211-198a12.6 [Source:ZFIN;Acc:ZDB-GENE-030131-1683]"
"ENSDARG00000077093";"";9,85163625860195;"23 x 36";"10 NA";"SR-related CTD-associated factor 4a [Source:ZFIN;Acc:ZDB-GENE-030131-9003]"
"ENSDARG00000101214";"";4,04161268660852;"23 x 36";"7 NA";"polycystic kidney disease 1 like 2b [Source:ZFIN;Acc:ZDB-GENE-141222-87]"
"ENSDARG00000102000";"wu:fj30f06";5,69804131004007;"23 x 36";"15 NA";"wu:fj30f06 [Source:ZFIN;Acc:ZDB-GENE-030131-7567]"
"ENSDARG00000102953";"ints4";8,42237608973645;"23 x 36";"18 NA";"integrator complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-120215-81]"
"ENSDARG00000003307";"stx16";8,64472689161686;"24 x 36";"6 NA";"syntaxin 16 [Source:ZFIN;Acc:ZDB-GENE-060810-113]"
"ENSDARG00000005828";"faima";4,98345523580269;"24 x 36";"9 NA";"Fas apoptotic inhibitory molecule a [Source:ZFIN;Acc:ZDB-GENE-040718-323]"
"ENSDARG00000015860";"mtmr9";6,89634004568237;"24 x 36";"20 NA";"myotubularin related protein 9 [Source:ZFIN;Acc:ZDB-GENE-040724-223]"
"ENSDARG00000027738";"si:ch211-13c6.2";9,48293965394968;"24 x 36";"19 NA";"si:ch211-13c6.2 [Source:ZFIN;Acc:ZDB-GENE-060503-666]"
"ENSDARG00000029150";"hsp90ab1";15,7042735475244;"24 x 36";"20 NA";"heat shock protein 90, alpha (cytosolic), class B member 1 [Source:ZFIN;Acc:ZDB-GENE-990415-95]"
"ENSDARG00000035390";"tnpo1";8,96947136256796;"24 x 36";"5 NA";"transportin 1 [Source:ZFIN;Acc:ZDB-GENE-080819-1]"
"ENSDARG00000036051";"irx4b";4,87303748518149;"24 x 36";"19 NA";"iroquois homeobox 4b [Source:ZFIN;Acc:ZDB-GENE-040712-4]"
"ENSDARG00000038788";"dnai1.2";4,99390391588102;"24 x 36";"21 NA";"dynein, axonemal, intermediate chain 1, paralog 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1302]"
"ENSDARG00000044029";"efnb3a";7,7092216385364;"24 x 36";"10 NA";"ephrin-B3a [Source:ZFIN;Acc:ZDB-GENE-100316-1]"
"ENSDARG00000055786";"LOC563933";8,06640326943255;"24 x 36";"14 NA";"protease, serine, 23 [Source:ZFIN;Acc:ZDB-GENE-030131-9149]"
"ENSDARG00000058452";"abhd17c";7,749231984915;"24 x 36";"7 NA";"abhydrolase domain containing 17C [Source:ZFIN;Acc:ZDB-GENE-040426-714]"
"ENSDARG00000088820";"";8,81331316368238;"24 x 36";"3 NA";"uncharacterized protein LOC100126137  [Source:RefSeq peptide;Acc:NP_001103333]"
"ENSDARG00000089461";"ciz1b";6,17712234277606;"24 x 36";"5 NA";"cdkn1a interacting zinc finger protein 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2933]"
"ENSDARG00000096527";"";7,99025233932154;"24 x 36";"1 NA";""
"ENSDARG00000097203";"si:ch211-176l24.4";4,01342427323842;"24 x 36";"25 NA";"si:ch211-176l24.4 [Source:ZFIN;Acc:ZDB-GENE-131126-55]"
"ENSDARG00000097247";"";5,31587455376769;"24 x 36";"15 NA";""
"ENSDARG00000099403";"";6,8871844119423;"24 x 36";"4 NA";"zinc finger protein 1075 [Source:ZFIN;Acc:ZDB-GENE-120703-31]"
"ENSDARG00000004447";"aplnr2";6,2517061419086;"25 x 36";"7 NA";"apelin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4347]"
"ENSDARG00000005867";"gon4l";9,76818723820765;"25 x 36";"16 NA";"gon-4-like (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-070117-2447]"
"ENSDARG00000011723";"zgc:56556";6,16807819841697;"25 x 36";"2 NA";"zgc:56556 [Source:ZFIN;Acc:ZDB-GENE-040426-1078]"
"ENSDARG00000023815";"uvrag";8,41990499142107;"25 x 36";"10 NA";"UV radiation resistance associated gene [Source:ZFIN;Acc:ZDB-GENE-040426-924]"
"ENSDARG00000024416";"twistnb";7,38002719095392;"25 x 36";"19 NA";"TWIST neighbor [Source:ZFIN;Acc:ZDB-GENE-041007-3]"
"ENSDARG00000025108";"magixa";7,84296447453575;"25 x 36";"8 NA";"MAGI family member, X-linked a [Source:ZFIN;Acc:ZDB-GENE-060503-115]"
"ENSDARG00000040407";"usp22";8,54839914164369;"25 x 36";"12 NA";"ubiquitin specific peptidase 22 [Source:ZFIN;Acc:ZDB-GENE-060512-211]"
"ENSDARG00000058467";"prpf40a";10,0447794918148;"25 x 36";"9 NA";"PRP40 pre-mRNA processing factor 40 homolog A [Source:ZFIN;Acc:ZDB-GENE-030131-274]"
"ENSDARG00000060089";"";10,5019716216187;"25 x 36";"13 NA";"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated [Source:ZFIN;Acc:ZDB-GENE-021025-1]"
"ENSDARG00000061446";"smap2";6,34439069106963;"25 x 36";"19 NA";"small ArfGAP2 [Source:ZFIN;Acc:ZDB-GENE-060503-374]"
"ENSDARG00000061490";"u2surp";10,6832393902438;"25 x 36";"2 NA";"U2 snRNP-associated SURP domain containing [Source:ZFIN;Acc:ZDB-GENE-070912-400]"
"ENSDARG00000073673";"";7,70859887265339;"25 x 36";"7 NA";"adhesion G protein-coupled receptor A3 [Source:ZFIN;Acc:ZDB-GENE-131003-2]"
"ENSDARG00000074575";"si:ch211-269i23.2";7,46726097924798;"25 x 36";"1 NA";"si:ch211-269i23.2 [Source:ZFIN;Acc:ZDB-GENE-090312-99]"
"ENSDARG00000075539";"snphb";5,99053801435453;"25 x 36";"23 NA";"syntaphilin b [Source:ZFIN;Acc:ZDB-GENE-090313-92]"
"ENSDARG00000086317";"si:ch211-67e16.4";8,13766135343742;"25 x 36";"9 NA";"si:ch211-67e16.4 [Source:ZFIN;Acc:ZDB-GENE-070912-311]"
"ENSDARG00000096217";"si:dkey-26m3.1";5,31895617511892;"25 x 36";"4 NA";"si:dkey-51d8.9 [Source:ZFIN;Acc:ZDB-GENE-110914-66]"
"ENSDARG00000097512";"";4,30137522822911;"25 x 36";"17 NA";""
"ENSDARG00000098032";"";7,61042033169917;"25 x 36";"15 NA";"si:dkey-7i4.13 [Source:ZFIN;Acc:ZDB-GENE-131127-112]"
"ENSDARG00000098986";"";6,22110923251606;"25 x 36";"4 NA";""
"ENSDARG00000099855";"";5,05916521811831;"25 x 36";"4 NA";""
"ENSDARG00000101694";"znf1184";5,57533320921268;"25 x 36";"22 NA";"zinc finger protein 1184 [Source:ZFIN;Acc:ZDB-GENE-050208-784]"
"ENSDARG00000101795";"";5,39925398120511;"25 x 36";"13 NA";""
"ENSDARG00000104136";"";6,15604360338606;"25 x 36";"4 NA";""
"ENSDARG00000009733";"";10,1140562968985;"26 x 36";"11 NA";"kinesin family member 21B [Source:ZFIN;Acc:ZDB-GENE-130530-537]"
"ENSDARG00000011743";"pigo";7,60845214220696;"26 x 36";"10 NA";"phosphatidylinositol glycan anchor biosynthesis, class O [Source:ZFIN;Acc:ZDB-GENE-091204-80]"
"ENSDARG00000011855";"aak1a";7,66339928114787;"26 x 36";"8 NA";"AP2 associated kinase 1a [Source:ZFIN;Acc:ZDB-GENE-081105-101]"
"ENSDARG00000013025";"ints6";8,58520537837322;"26 x 36";"9 NA";"integrator complex subunit 6 [Source:ZFIN;Acc:ZDB-GENE-070906-1]"
"ENSDARG00000014680";"znf710a";9,22654458776364;"26 x 36";"18 NA";"zinc finger protein 710a [Source:ZFIN;Acc:ZDB-GENE-030131-5559]"
"ENSDARG00000015538";"znf207a";8,73141567737442;"26 x 36";"3 NA";"zinc finger protein 207, a [Source:ZFIN;Acc:ZDB-GENE-040426-2273]"
"ENSDARG00000027183";"namptb";8,30081896890034;"26 x 36";"11 NA";"nicotinamide phosphoribosyltransferase b [Source:ZFIN;Acc:ZDB-GENE-030131-2931]"
"ENSDARG00000029612";"gpkow";7,83428725033154;"26 x 36";"8 NA";"G patch domain and KOW motifs [Source:ZFIN;Acc:ZDB-GENE-030616-159]"
"ENSDARG00000030563";"zgc:77880";6,64012868092892;"26 x 36";"1 NA";"zgc:77880 [Source:ZFIN;Acc:ZDB-GENE-040426-1901]"
"ENSDARG00000030972";"dnaja1";9,24851067438063;"26 x 36";"1 NA";"DnaJ (Hsp40) homolog, subfamily A, member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]"
"ENSDARG00000031886";"ift140";7,71420618853322;"26 x 36";"24 NA";"intraflagellar transport 140 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-040724-165]"
"ENSDARG00000036090";"pard6gb";7,83926078037841;"26 x 36";"19 NA";"par-6 family cell polarity regulator gamma b [Source:ZFIN;Acc:ZDB-GENE-010319-35]"
"ENSDARG00000045528";"fgd6";8,54737636770387;"26 x 36";"4 NA";"FYVE, RhoGEF and PH domain containing 6 [Source:ZFIN;Acc:ZDB-GENE-041210-200]"
"ENSDARG00000052658";"pptc7b";7,87844081389764;"26 x 36";"10 NA";"PTC7 protein phosphatase homolog b [Source:ZFIN;Acc:ZDB-GENE-081105-111]"
"ENSDARG00000055797";"cnpy4";5,66847647004501;"26 x 36";"7 NA";"canopy4 [Source:ZFIN;Acc:ZDB-GENE-060315-5]"
"ENSDARG00000062266";"edc4";10,7003809387192;"26 x 36";"18 NA";"enhancer of mRNA decapping 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5032]"
"ENSDARG00000062506";"zc3h18";10,1060080399085;"26 x 36";"18 NA";"zinc finger CCCH-type containing 18 [Source:ZFIN;Acc:ZDB-GENE-050419-13]"
"ENSDARG00000068484";"";6,97345264380988;"26 x 36";"11 NA";""
"ENSDARG00000071790";"";6,31997104473384;"26 x 36";"22 NA";"zinc finger protein 1153 [Source:ZFIN;Acc:ZDB-GENE-071004-83]"
"ENSDARG00000075385";"";7,49263592749687;"26 x 36";"16 NA";""
"ENSDARG00000076620";"abhd8b";6,36405429105405;"26 x 36";"11 NA";"abhydrolase domain containing 8b [Source:ZFIN;Acc:ZDB-GENE-130530-805]"
"ENSDARG00000100056";"scaf8";10,5981097395013;"26 x 36";"17 NA";"SR-related CTD-associated factor 8 [Source:ZFIN;Acc:ZDB-GENE-030131-3703]"
"ENSDARG00000103578";"gtf2b";8,23689426759648;"26 x 36";"2 NA";"general transcription factor IIB [Source:ZFIN;Acc:ZDB-GENE-030131-3544]"
"ENSDARG00000000935";"unk";7,63670628540377;"27 x 36";"12 NA";"unkempt family zinc finger [Source:ZFIN;Acc:ZDB-GENE-040426-707]"
"ENSDARG00000008947";"";9,61351120805394;"27 x 36";"13 NA";"RTF1 homolog, Paf1/RNA polymerase II complex component [Source:ZFIN;Acc:ZDB-GENE-030131-6778]"
