"gene set";"p-value";"fdr"
"transmembrane signaling receptor activity";"0.92156862745098      .";"1      ."
"transmission of nerve impulse";"0.92156862745098      .";"1      ."
"U5 snRNP";"0.92156862745098      .";"1      ."
"adenohypophysis development";"0.941176470588235      .";"1      ."
"anatomical structure morphogenesis";"0.941176470588235      .";"1      ."
"bicellular tight junction";"0.941176470588235      .";"1      ."
"canonical Wnt signaling pathway";"0.941176470588235      .";"1      ."
"cell division";"0.941176470588235      .";"1      ."
"cell surface receptor signaling pathway";"0.941176470588235      .";"1      ."
"condensed chromosome kinetochore";"0.941176470588235      .";"1      ."
"Cul4-RING E3 ubiquitin ligase complex";"0.941176470588235      .";"1      ."
"cyclic nucleotide biosynthetic process";"0.941176470588235      .";"1      ."
"dopamine receptor signaling pathway";"0.941176470588235      .";"1      ."
"embryonic retina morphogenesis in camera-type eye";"0.941176470588235      .";"1      ."
"ephrin receptor signaling pathway";"0.941176470588235      .";"1      ."
"excitatory postsynaptic potential";"0.941176470588235      .";"1      ."
"frizzled binding";"0.941176470588235      .";"1      ."
"G-protein coupled serotonin receptor activity";"0.941176470588235      .";"1      ."
"gastrulation";"0.941176470588235      .";"1      ."
"guanylate cyclase complex, soluble";"0.941176470588235      .";"1      ."
"hypothalamus development";"0.941176470588235      .";"1      ."
"integral component of nuclear inner membrane";"0.941176470588235      .";"1      ."
"intraciliary transport particle B";"0.941176470588235      .";"1      ."
"microtubule-based movement";"0.941176470588235      .";"1      ."
"microtubule binding";"0.941176470588235      .";"1      ."
"mitotic sister chromatid segregation";"0.941176470588235      .";"1      ."
"neuron projection";"0.941176470588235      .";"1      ."
"odontogenesis";"0.941176470588235      .";"1      ."
"phosphorus-oxygen lyase activity";"0.941176470588235      .";"1      ."
"positive regulation of cell proliferation";"0.941176470588235      .";"1      ."
"protein phosphatase inhibitor activity";"0.941176470588235      .";"1      ."
"protein sumoylation";"0.941176470588235      .";"1      ."
"regulation of cytoskeleton organization";"0.941176470588235      .";"1      ."
"regulation of neuron apoptotic process";"0.941176470588235      .";"1      ."
"retinal ganglion cell axon guidance";"0.941176470588235      .";"1      ."
"signal transducer, downstream of receptor, with serine/threonine kinase activity";"0.941176470588235      .";"1      ."
"spindle assembly";"0.941176470588235      .";"1      ."
"spindle pole";"0.941176470588235      .";"1      ."
"store-operated calcium channel activity";"0.941176470588235      .";"1      ."
"synapse";"0.941176470588235      .";"1      ."
"transmembrane receptor protein serine/threonine kinase signaling pathway";"0.941176470588235      .";"1      ."
"tubulin binding";"0.941176470588235      .";"1      ."
"Wnt-activated receptor activity";"0.941176470588235      .";"1      ."
"Wnt-protein binding";"0.941176470588235      .";"1      ."
"adherens junction";"0.96078431372549      .";"1      ."
"calcium ion homeostasis";"0.96078431372549      .";"1      ."
"calmodulin binding";"0.96078431372549      .";"1      ."
"cell-cell adherens junction";"0.96078431372549      .";"1      ."
"cell adhesion";"0.96078431372549      .";"1      ."
"cell junction";"0.96078431372549      .";"1      ."
"central nervous system development";"0.96078431372549      .";"1      ."
"cGMP biosynthetic process";"0.96078431372549      .";"1      ."
"chemical synaptic transmission";"0.96078431372549      .";"1      ."
"chromatin silencing";"0.96078431372549      .";"1      ."
"cilium";"0.96078431372549      .";"1      ."
"clathrin-coated vesicle";"0.96078431372549      .";"1      ."
"cytoskeleton";"0.96078431372549      .";"1      ."
"detection of chemical stimulus involved in sensory perception";"0.96078431372549      .";"1      ."
"determination of left/right asymmetry in lateral mesoderm";"0.96078431372549      .";"1      ."
"enteric nervous system development";"0.96078431372549      .";"1      ."
"epithelial cilium movement involved in determination of left/right asymmetry";"0.96078431372549      .";"1      ."
"exocytic vesicle";"0.96078431372549      .";"1      ."
"extracellular matrix structural constituent";"0.96078431372549      .";"1      ."
"fin development";"0.96078431372549      .";"1      ."
"glutamate receptor activity";"0.96078431372549      .";"1      ."
"guanylate cyclase activity";"0.96078431372549      .";"1      ."
"hindbrain development";"0.96078431372549      .";"1      ."
"histone deacetylation";"0.96078431372549      .";"1      ."
"homophilic cell adhesion via plasma membrane adhesion molecules";"0.96078431372549      .";"1      ."
"mediator complex";"0.96078431372549      .";"1      ."
"microtubule motor activity";"0.96078431372549      .";"1      ."
"mitotic cell cycle";"0.96078431372549      .";"1      ."
"negative regulation of BMP signaling pathway";"0.96078431372549      .";"1      ."
"negative regulation of neurogenesis";"0.96078431372549      .";"1      ."
"negative regulation of Wnt signaling pathway";"0.96078431372549      .";"1      ."
"nervous system development";"0.96078431372549      .";"1      ."
"neural crest cell development";"0.96078431372549      .";"1      ."
"neuron development";"0.96078431372549      .";"1      ."
"neurotransmitter secretion";"0.96078431372549      .";"1      ."
"oligosaccharide metabolic process";"0.96078431372549      .";"1      ."
"optic nerve development";"0.96078431372549      .";"1      ."
"pharyngeal system development";"0.96078431372549      .";"1      ."
"phospholipid binding";"0.96078431372549      .";"1      ."
"postsynaptic membrane";"0.96078431372549      .";"1      ."
"protein autophosphorylation";"0.96078431372549      .";"1      ."
"protein localization";"0.96078431372549      .";"1      ."
"protein N-linked glycosylation via asparagine";"0.96078431372549      .";"1      ."
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process";"0.96078431372549      .";"1      ."
"regulation of alternative mRNA splicing, via spliceosome";"0.96078431372549      .";"1      ."
"response to biotic stimulus";"0.96078431372549      .";"1      ."
"retinoic acid receptor signaling pathway";"0.96078431372549      .";"1      ."
"RNA polymerase II regulatory region sequence-specific DNA binding";"0.96078431372549      .";"1      ."
"sensory perception of sound";"0.96078431372549      .";"1      ."
"sialylation";"0.96078431372549      .";"1      ."
"sialyltransferase activity";"0.96078431372549      .";"1      ."
"skeletal muscle cell differentiation";"0.96078431372549      .";"1      ."
"synapse assembly";"0.96078431372549      .";"1      ."
"viral nucleocapsid";"0.96078431372549      .";"1      ."
"Wnt signaling pathway";"0.96078431372549      .";"1      ."
"ARF guanyl-nucleotide exchange factor activity";"0.973856209150327      .";"1      ."
"axon";"0.973856209150327      .";"1      ."
"axon guidance";"0.973856209150327      .";"1      ."
"axonal fasciculation";"0.973856209150327      .";"1      ."
"beta-catenin binding";"0.973856209150327      .";"1      ."
"brain morphogenesis";"0.973856209150327      .";"1      ."
"carbonate dehydratase activity";"0.973856209150327      .";"1      ."
"cell-cell junction";"0.973856209150327      .";"1      ."
"cell cycle";"0.973856209150327      .";"1      ."
"cell differentiation";"0.973856209150327      .";"1      ."
"chromatin";"0.973856209150327      .";"1      ."
"cilium assembly";"0.973856209150327      .";"1      ."
"cytokinesis";"0.973856209150327      .";"1      ."
"defense response to Gram-positive bacterium";"0.973856209150327      .";"1      ."
"determination of dorsal identity";"0.973856209150327      .";"1      ."
"eye development";"0.973856209150327      .";"1      ."
"fibroblast growth factor receptor signaling pathway";"0.973856209150327      .";"1      ."
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger";"0.973856209150327      .";"1      ."
"GABA-A receptor complex";"0.973856209150327      .";"1      ."
"gastrulation with mouth forming second";"0.973856209150327      .";"1      ."
"histone deacetylase activity";"0.973856209150327      .";"1      ."
"hyaluronic acid binding";"0.973856209150327      .";"1      ."
"larval locomotory behavior";"0.973856209150327      .";"1      ."
"membrane disruption in other organism";"0.973856209150327      .";"1      ."
"microtubule";"0.973856209150327      .";"1      ."
"microtubule cytoskeleton organization";"0.973856209150327      .";"1      ."
"mRNA polyadenylation";"0.973856209150327      .";"1      ."
"neural crest formation";"0.973856209150327      .";"1      ."
"neural retina development";"0.973856209150327      .";"1      ."
"neuron projection development";"0.973856209150327      .";"1      ."
"neurotransmitter receptor activity";"0.973856209150327      .";"1      ."
"peripheral nervous system development";"0.973856209150327      .";"1      ."
"phospholipid dephosphorylation";"0.973856209150327      .";"1      ."
"proteasome-mediated ubiquitin-dependent protein catabolic process";"0.973856209150327      .";"1      ."
"regulation of exocytosis";"0.973856209150327      .";"1      ."
"regulation of transcription, DNA-templated";"0.973856209150327      .";"1      ."
"retina development in camera-type eye";"0.973856209150327      .";"1      ."
"transcription factor TFIID complex";"0.973856209150327      .";"1      ."
"transmembrane receptor protein serine/threonine kinase activity";"0.973856209150327      .";"1      ."
"ventral spinal cord interneuron differentiation";"0.973856209150327      .";"1      ."
"acetylgalactosaminyltransferase activity";"0.986928104575163      .";"1      ."
"actin filament bundle assembly";"0.986928104575163      .";"1      ."
"actomyosin structure organization";"0.986928104575163      .";"1      ."
"adenylate cyclase-inhibiting serotonin receptor signaling pathway";"0.986928104575163      .";"1      ."
"adenylate cyclase activity";"0.986928104575163      .";"1      ."
"brain development";"0.986928104575163      .";"1      ."
"calcium-activated potassium channel activity";"0.986928104575163      .";"1      ."
"calcium ion-regulated exocytosis of neurotransmitter";"0.986928104575163      .";"1      ."
"cAMP biosynthetic process";"0.986928104575163      .";"1      ."
"cartilage development";"0.986928104575163      .";"1      ."
"cell communication";"0.986928104575163      .";"1      ."
"cell cortex";"0.986928104575163      .";"1      ."
"chromosome segregation";"0.986928104575163      .";"1      ."
"chromosome, centromeric region";"0.986928104575163      .";"1      ."
"closure of optic fissure";"0.986928104575163      .";"1      ."
"collagen fibril organization";"0.986928104575163      .";"1      ."
"convergent extension involved in axis elongation";"0.986928104575163      .";"1      ."
"DNA-templated transcription, initiation";"0.986928104575163      .";"1      ."
"extracellular matrix organization";"0.986928104575163      .";"1      ."
"GABA-A receptor activity";"0.986928104575163      .";"1      ."
"glucose homeostasis";"0.986928104575163      .";"1      ."
"Golgi membrane";"0.986928104575163      .";"1      ."
"hemoglobin complex";"0.986928104575163      .";"1      ."
"kinetochore";"0.986928104575163      .";"1      ."
"lens development in camera-type eye";"0.986928104575163      .";"1      ."
"microtubule-based process";"0.986928104575163      .";"1      ."
"mitotic cytokinesis";"0.986928104575163      .";"1      ."
"mitotic spindle";"0.986928104575163      .";"1      ."
"mitotic spindle assembly checkpoint";"0.986928104575163      .";"1      ."
"multicellular organism development";"0.986928104575163      .";"1      ."
"neuron differentiation";"0.986928104575163      .";"1      ."
"nucleus";"0.986928104575163      .";"1      ."
"oxygen binding";"0.986928104575163      .";"1      ."
"oxygen transport";"0.986928104575163      .";"1      ."
"oxygen transporter activity";"0.986928104575163      .";"1      ."
"presynaptic active zone";"0.986928104575163      .";"1      ."
"protein complex scaffold";"0.986928104575163      .";"1      ."
"protein glycosylation";"0.986928104575163      .";"1      ."
"protein heterodimerization activity";"0.986928104575163      .";"1      ."
"regulation of ARF protein signal transduction";"0.986928104575163      .";"1      ."
"regulation of calcium ion-dependent exocytosis";"0.986928104575163      .";"1      ."
"regulation of microtubule polymerization or depolymerization";"0.986928104575163      .";"1      ."
"regulation of molecular function";"0.986928104575163      .";"1      ."
"regulation of synaptic transmission, glutamatergic";"0.986928104575163      .";"1      ."
"regulation of Wnt signaling pathway";"0.986928104575163      .";"1      ."
"retina layer formation";"0.986928104575163      .";"1      ."
"RNA polymerase II transcription factor activity, sequence-specific DNA binding";"0.986928104575163      .";"1      ."
"sequence-specific DNA binding";"0.986928104575163      .";"1      ."
"serotonin binding";"0.986928104575163      .";"1      ."
"signaling";"0.986928104575163      .";"1      ."
"structural constituent of cytoskeleton";"0.986928104575163      .";"1      ."
"sulfotransferase activity";"0.986928104575163      .";"1      ."
"synapse organization";"0.986928104575163      .";"1      ."
"transcription, DNA-templated";"0.986928104575163      .";"1      ."
"transcriptional repressor complex";"0.986928104575163      .";"1      ."
"type B pancreatic cell development";"0.986928104575163      .";"1      ."
"voltage-gated potassium channel activity";"0.986928104575163      .";"1      ."
"voltage-gated potassium channel complex";"0.986928104575163      .";"1      ."
"anaphase-promoting complex";"0.993464052287582      .";"1      ."
"cell projection";"0.993464052287582      .";"1      ."
"chromosome";"0.993464052287582      .";"1      ."
"clathrin binding";"0.993464052287582      .";"1      ."
"endothelial cell proliferation";"0.993464052287582      .";"1      ."
"kinesin complex";"0.993464052287582      .";"1      ."
"MAP kinase kinase kinase kinase activity";"0.993464052287582      .";"1      ."
"microtubule organizing center";"0.993464052287582      .";"1      ."
"mitotic sister chromatid cohesion";"0.993464052287582      .";"1      ."
"negative regulation of mitotic cell cycle";"0.993464052287582      .";"1      ."
"non-canonical Wnt signaling pathway";"0.993464052287582      .";"1      ."
"Notch signaling pathway";"0.993464052287582      .";"1      ."
"nucleosomal DNA binding";"0.993464052287582      .";"1      ."
"nucleosome";"0.993464052287582      .";"1      ."
"optokinetic behavior";"0.993464052287582      .";"1      ."
"phospholipid metabolic process";"0.993464052287582      .";"1      ."
"positive regulation of Wnt signaling pathway";"0.993464052287582      .";"1      ."
"potassium channel activity";"0.993464052287582      .";"1      ."
"protein complex assembly";"0.993464052287582      .";"1      ."
"protein dimerization activity";"0.993464052287582      .";"1      ."
"protein phosphatase regulator activity";"0.993464052287582      .";"1      ."
"protein phosphatase type 2A complex";"0.993464052287582      .";"1      ."
"SCF ubiquitin ligase complex";"0.993464052287582      .";"1      ."
"collagen binding";"1      .";"1      ."
"DNA binding";"1      .";"1      ."
"establishment or maintenance of cell polarity";"1      .";"1      ."
"extracellular ligand-gated ion channel activity";"1      .";"1      ."
"negative regulation of peptidase activity";"1      .";"1      ."
"neural tube formation";"1      .";"1      ."
"neuropeptide receptor activity";"1      .";"1      ."
"nucleosome assembly";"1      .";"1      ."
"otic placode formation";"1      .";"1      ."
"peptidase inhibitor activity";"1      .";"1      ."
"peripheral nervous system neuron axonogenesis";"1      .";"1      ."
"positive regulation of actin filament polymerization";"1      .";"1      ."
"positive regulation of guanylate cyclase activity";"1      .";"1      ."
"positive regulation of neuron differentiation";"1      .";"1      ."
"positive regulation of sequence-specific DNA binding transcription factor activity";"1      .";"1      ."
"potassium ion transmembrane transport";"1      .";"1      ."
"protein homooligomerization";"1      .";"1      ."
"proteinaceous extracellular matrix";"1      .";"1      ."
"regulation of neurogenesis";"1      .";"1      ."
"regulation of Notch signaling pathway";"1      .";"1      ."
"regulation of proteolysis";"1      .";"1      ."
"skeletal system development";"1      .";"1      ."
"spindle";"1      .";"1      ."
"tachykinin receptor signaling pathway";"1      .";"1      ."
