"gene set";"p-value";"fdr"
"intrinsic component of the cytoplasmic side of the plasma membrane";"0.92156862745098      .";"1      ."
"isoprenoid biosynthetic process";"0.92156862745098      .";"1      ."
"MAP kinase kinase kinase activity";"0.92156862745098      .";"1      ."
"membrane disruption in other organism";"0.92156862745098      .";"1      ."
"midbody";"0.92156862745098      .";"1      ."
"mitochondrion organization";"0.92156862745098      .";"1      ."
"mitotic cell cycle";"0.92156862745098      .";"1      ."
"mRNA export from nucleus";"0.92156862745098      .";"1      ."
"neuron migration";"0.92156862745098      .";"1      ."
"neuronal action potential";"0.92156862745098      .";"1      ."
"neuropeptide hormone activity";"0.92156862745098      .";"1      ."
"nuclear localization sequence binding";"0.92156862745098      .";"1      ."
"nuclear pore";"0.92156862745098      .";"1      ."
"nuclear speck";"0.92156862745098      .";"1      ."
"nucleosome";"0.92156862745098      .";"1      ."
"peroxisomal membrane";"0.92156862745098      .";"1      ."
"phosphatidylinositol 3-kinase signaling";"0.92156862745098      .";"1      ."
"positive regulation of DNA repair";"0.92156862745098      .";"1      ."
"protein N-linked glycosylation";"0.92156862745098      .";"1      ."
"protein phosphorylation";"0.92156862745098      .";"1      ."
"regulation of small GTPase mediated signal transduction";"0.92156862745098      .";"1      ."
"response to biotic stimulus";"0.92156862745098      .";"1      ."
"RNA polymerase II transcription coactivator activity";"0.92156862745098      .";"1      ."
"thigmotaxis";"0.92156862745098      .";"1      ."
"transmission of nerve impulse";"0.92156862745098      .";"1      ."
"voltage-gated calcium channel activity";"0.92156862745098      .";"1      ."
"voltage-gated calcium channel complex";"0.92156862745098      .";"1      ."
"ATP-dependent RNA helicase activity";"0.941176470588235      .";"1      ."
"chromatin silencing";"0.941176470588235      .";"1      ."
"Cul3-RING ubiquitin ligase complex";"0.941176470588235      .";"1      ."
"defense response to Gram-positive bacterium";"0.941176470588235      .";"1      ."
"enzyme regulator activity";"0.941176470588235      .";"1      ."
"inward rectifier potassium channel activity";"0.941176470588235      .";"1      ."
"MAP kinase activity";"0.941176470588235      .";"1      ."
"membrane coat";"0.941176470588235      .";"1      ."
"miRNA mediated inhibition of translation";"0.941176470588235      .";"1      ."
"mRNA 3'-UTR binding";"0.941176470588235      .";"1      ."
"neuropeptide receptor activity";"0.941176470588235      .";"1      ."
"oligosaccharide metabolic process";"0.941176470588235      .";"1      ."
"peptidyl-tyrosine dephosphorylation";"0.941176470588235      .";"1      ."
"phospholipid-translocating ATPase activity";"0.941176470588235      .";"1      ."
"phospholipid translocation";"0.941176470588235      .";"1      ."
"protein heterodimerization activity";"0.941176470588235      .";"1      ."
"protein phosphatase inhibitor activity";"0.941176470588235      .";"1      ."
"protein tyrosine phosphatase activity";"0.941176470588235      .";"1      ."
"regulation of pH";"0.941176470588235      .";"1      ."
"RNA binding";"0.941176470588235      .";"1      ."
"solute:proton antiporter activity";"0.941176470588235      .";"1      ."
"thrombocyte differentiation";"0.941176470588235      .";"1      ."
"transcription from RNA polymerase I promoter";"0.941176470588235      .";"1      ."
"transcription regulatory region DNA binding";"0.941176470588235      .";"1      ."
"transferase activity, transferring acyl groups";"0.941176470588235      .";"1      ."
"ubiquitin protein ligase binding";"0.941176470588235      .";"1      ."
"vasculogenesis";"0.941176470588235      .";"1      ."
"cell morphogenesis";"0.96078431372549      .";"1      ."
"cerebellum development";"0.96078431372549      .";"1      ."
"determination of liver left/right asymmetry";"0.96078431372549      .";"1      ."
"gastrulation with mouth forming second";"0.96078431372549      .";"1      ."
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules";"0.96078431372549      .";"1      ."
"induction of positive chemotaxis";"0.96078431372549      .";"1      ."
"MAPK cascade";"0.96078431372549      .";"1      ."
"methylation";"0.96078431372549      .";"1      ."
"methyltransferase activity";"0.96078431372549      .";"1      ."
"myeloid cell differentiation";"0.96078431372549      .";"1      ."
"negative regulation of Ras protein signal transduction";"0.96078431372549      .";"1      ."
"negative regulation of translation";"0.96078431372549      .";"1      ."
"nuclear membrane";"0.96078431372549      .";"1      ."
"positive regulation of cyclin-dependent protein serine/threonine kinase activity";"0.96078431372549      .";"1      ."
"potassium ion import";"0.96078431372549      .";"1      ."
"protein N-linked glycosylation via asparagine";"0.96078431372549      .";"1      ."
"protein serine/threonine phosphatase activity";"0.96078431372549      .";"1      ."
"regulation of proteolysis";"0.96078431372549      .";"1      ."
"SCF ubiquitin ligase complex";"0.96078431372549      .";"1      ."
"SMAD binding";"0.96078431372549      .";"1      ."
"transcription factor activity, RNA polymerase II transcription factor recruiting";"0.96078431372549      .";"1      ."
"U2-type prespliceosome";"0.96078431372549      .";"1      ."
"ATP-activated inward rectifier potassium channel activity";"0.973856209150327      .";"1      ."
"carbohydrate biosynthetic process";"0.973856209150327      .";"1      ."
"centrosome";"0.973856209150327      .";"1      ."
"defense response";"0.973856209150327      .";"1      ."
"determination of left/right asymmetry in lateral mesoderm";"0.973856209150327      .";"1      ."
"DNA-templated transcription, initiation";"0.973856209150327      .";"1      ."
"histone-lysine N-methyltransferase activity";"0.973856209150327      .";"1      ."
"histone acetylation";"0.973856209150327      .";"1      ."
"mitochondrial translation";"0.973856209150327      .";"1      ."
"mRNA binding";"0.973856209150327      .";"1      ."
"mRNA transport";"0.973856209150327      .";"1      ."
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay";"0.973856209150327      .";"1      ."
"protein-cysteine S-palmitoyltransferase activity";"0.973856209150327      .";"1      ."
"protein kinase C-activating G-protein coupled receptor signaling pathway";"0.973856209150327      .";"1      ."
"protein O-linked mannosylation";"0.973856209150327      .";"1      ."
"protein serine/threonine kinase activity";"0.973856209150327      .";"1      ."
"regulation of cell morphogenesis";"0.973856209150327      .";"1      ."
"RNA polymerase II transcriptional preinitiation complex assembly";"0.973856209150327      .";"1      ."
"transcription factor TFIID complex";"0.973856209150327      .";"1      ."
"diacylglycerol kinase activity";"0.986928104575163      .";"1      ."
"hematopoietic progenitor cell differentiation";"0.986928104575163      .";"1      ."
"hemopoiesis";"0.986928104575163      .";"1      ."
"histone acetyltransferase activity";"0.986928104575163      .";"1      ."
"histone deacetylase complex";"0.986928104575163      .";"1      ."
"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity";"0.986928104575163      .";"1      ."
"protein ubiquitination";"0.986928104575163      .";"1      ."
"semaphorin-plexin signaling pathway";"0.986928104575163      .";"1      ."
"semaphorin receptor activity";"0.986928104575163      .";"1      ."
"SH3 domain binding";"0.986928104575163      .";"1      ."
"U12-type spliceosomal complex";"0.986928104575163      .";"1      ."
"ubiquitin ligase complex";"0.986928104575163      .";"1      ."
"channel regulator activity";"0.993464052287582      .";"1      ."
"cullin-RING ubiquitin ligase complex";"0.993464052287582      .";"1      ."
"establishment of mitotic spindle orientation";"0.993464052287582      .";"1      ."
"histone acetyltransferase complex";"0.993464052287582      .";"1      ."
"mitotic spindle assembly";"0.993464052287582      .";"1      ."
"neuromuscular synaptic transmission";"0.993464052287582      .";"1      ."
"protein processing";"0.993464052287582      .";"1      ."
"regulation of AMPA receptor activity";"0.993464052287582      .";"1      ."
"ubiquitin-protein transferase activity";"0.993464052287582      .";"1      ."
"ubiquitin protein ligase activity";"0.993464052287582      .";"1      ."
"5'-nucleotidase activity";"1      .";"1      ."
"clathrin adaptor complex";"1      .";"1      ."
"determination of pancreatic left/right asymmetry";"1      .";"1      ."
"DNA-directed RNA polymerase II, core complex";"1      .";"1      ."
"erythrocyte differentiation";"1      .";"1      ."
"intrahepatic bile duct development";"1      .";"1      ."
"N-acetyltransferase activity";"1      .";"1      ."
"NAD+ kinase activity";"1      .";"1      ."
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process";"1      .";"1      ."
"protein methylation";"1      .";"1      ."
"protein ubiquitination involved in ubiquitin-dependent protein catabolic process";"1      .";"1      ."
"regulation of nucleic acid-templated transcription";"1      .";"1      ."
"transcription coactivator activity";"1      .";"1      ."
