"gene set";"p-value";"fdr"
"structural constituent of cytoskeleton";"0.941176470588235      .";"1      ."
"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding";"0.941176470588235      .";"1      ."
"transcription regulatory region DNA binding";"0.941176470588235      .";"1      ."
"transmembrane receptor protein serine/threonine kinase signaling pathway";"0.941176470588235      .";"1      ."
"tRNA aminoacylation for protein translation";"0.941176470588235      .";"1      ."
"tRNA methylation";"0.941176470588235      .";"1      ."
"viral nucleocapsid";"0.941176470588235      .";"1      ."
"3'-5' exonuclease activity";"0.96078431372549      .";"1      ."
"ATP binding";"0.96078431372549      .";"1      ."
"blood vessel morphogenesis";"0.96078431372549      .";"1      ."
"BMP signaling pathway";"0.96078431372549      .";"1      ."
"branching involved in blood vessel morphogenesis";"0.96078431372549      .";"1      ."
"cation binding";"0.96078431372549      .";"1      ."
"cell communication";"0.96078431372549      .";"1      ."
"cell development";"0.96078431372549      .";"1      ."
"centrosome";"0.96078431372549      .";"1      ."
"covalent chromatin modification";"0.96078431372549      .";"1      ."
"Cul3-RING ubiquitin ligase complex";"0.96078431372549      .";"1      ."
"cyclin-dependent protein kinase holoenzyme complex";"0.96078431372549      .";"1      ."
"cytoskeletal anchoring at nuclear membrane";"0.96078431372549      .";"1      ."
"definitive hemopoiesis";"0.96078431372549      .";"1      ."
"detection of mechanical stimulus";"0.96078431372549      .";"1      ."
"embryonic viscerocranium morphogenesis";"0.96078431372549      .";"1      ."
"ephrin receptor activity";"0.96078431372549      .";"1      ."
"ephrin receptor signaling pathway";"0.96078431372549      .";"1      ."
"establishment or maintenance of epithelial cell apical/basal polarity";"0.96078431372549      .";"1      ."
"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger";"0.96078431372549      .";"1      ."
"L-ascorbic acid binding";"0.96078431372549      .";"1      ."
"lymph vessel development";"0.96078431372549      .";"1      ."
"mesoderm development";"0.96078431372549      .";"1      ."
"motile cilium";"0.96078431372549      .";"1      ."
"myeloid cell differentiation";"0.96078431372549      .";"1      ."
"notochord development";"0.96078431372549      .";"1      ."
"nuclear envelope";"0.96078431372549      .";"1      ."
"nucleic acid binding";"0.96078431372549      .";"1      ."
"pancreas development";"0.96078431372549      .";"1      ."
"phospholipase C-activating G-protein coupled receptor signaling pathway";"0.96078431372549      .";"1      ."
"positive regulation of BMP signaling pathway";"0.96078431372549      .";"1      ."
"positive regulation of transcription from RNA polymerase II promoter";"0.96078431372549      .";"1      ."
"protein kinase activity";"0.96078431372549      .";"1      ."
"protein phosphorylation";"0.96078431372549      .";"1      ."
"receptor clustering";"0.96078431372549      .";"1      ."
"regulation of mitotic cell cycle";"0.96078431372549      .";"1      ."
"response to nicotine";"0.96078431372549      .";"1      ."
"retinal ganglion cell axon guidance";"0.96078431372549      .";"1      ."
"RNA polymerase II core promoter proximal region sequence-specific DNA binding";"0.96078431372549      .";"1      ."
"signal transducer, downstream of receptor, with serine/threonine kinase activity";"0.96078431372549      .";"1      ."
"skeletal muscle tissue development";"0.96078431372549      .";"1      ."
"SMAD binding";"0.96078431372549      .";"1      ."
"transcription corepressor activity";"0.96078431372549      .";"1      ."
"transcription factor binding";"0.96078431372549      .";"1      ."
"transferase activity";"0.96078431372549      .";"1      ."
"Wnt signaling pathway";"0.96078431372549      .";"1      ."
"acetylcholine-gated channel complex";"0.973856209150327      .";"1      ."
"acetylcholine binding";"0.973856209150327      .";"1      ."
"axonal fasciculation";"0.973856209150327      .";"1      ."
"basement membrane";"0.973856209150327      .";"1      ."
"blood circulation";"0.973856209150327      .";"1      ."
"blood vessel development";"0.973856209150327      .";"1      ."
"bone mineralization";"0.973856209150327      .";"1      ."
"cardiac muscle cell differentiation";"0.973856209150327      .";"1      ."
"cell projection organization";"0.973856209150327      .";"1      ."
"chromatin remodeling";"0.973856209150327      .";"1      ."
"cytoplasmic microtubule organization";"0.973856209150327      .";"1      ."
"embryonic heart tube morphogenesis";"0.973856209150327      .";"1      ."
"embryonic pattern specification";"0.973856209150327      .";"1      ."
"embryonic retina morphogenesis in camera-type eye";"0.973856209150327      .";"1      ."
"endoderm formation";"0.973856209150327      .";"1      ."
"establishment of cell polarity";"0.973856209150327      .";"1      ."
"G-protein coupled serotonin receptor signaling pathway";"0.973856209150327      .";"1      ."
"heart looping";"0.973856209150327      .";"1      ."
"kinesin complex";"0.973856209150327      .";"1      ."
"lipid phosphatase activity";"0.973856209150327      .";"1      ."
"mesoderm formation";"0.973856209150327      .";"1      ."
"microtubule-based movement";"0.973856209150327      .";"1      ."
"microtubule motor activity";"0.973856209150327      .";"1      ."
"mRNA polyadenylation";"0.973856209150327      .";"1      ."
"negative regulation of canonical Wnt signaling pathway";"0.973856209150327      .";"1      ."
"negative regulation of Ras protein signal transduction";"0.973856209150327      .";"1      ."
"optic nerve development";"0.973856209150327      .";"1      ."
"optokinetic behavior";"0.973856209150327      .";"1      ."
"positive regulation of canonical Wnt signaling pathway";"0.973856209150327      .";"1      ."
"positive regulation of cyclin-dependent protein serine/threonine kinase activity";"0.973856209150327      .";"1      ."
"pronephros development";"0.973856209150327      .";"1      ."
"protein binding";"0.973856209150327      .";"1      ."
"protein deubiquitination";"0.973856209150327      .";"1      ."
"receptor tyrosine kinase binding";"0.973856209150327      .";"1      ."
"regulation of MAPK cascade";"0.973856209150327      .";"1      ."
"RNA binding";"0.973856209150327      .";"1      ."
"skeletal muscle fiber development";"0.973856209150327      .";"1      ."
"somitogenesis";"0.973856209150327      .";"1      ."
"thiol-dependent ubiquitinyl hydrolase activity";"0.973856209150327      .";"1      ."
"transforming growth factor beta receptor signaling pathway";"0.973856209150327      .";"1      ."
"transmembrane signaling receptor activity";"0.973856209150327      .";"1      ."
"angiogenesis";"0.986928104575163      .";"1      ."
"atrioventricular canal development";"0.986928104575163      .";"1      ."
"axon guidance";"0.986928104575163      .";"1      ."
"camera-type eye development";"0.986928104575163      .";"1      ."
"cell-cell signaling";"0.986928104575163      .";"1      ."
"cell proliferation";"0.986928104575163      .";"1      ."
"centriole";"0.986928104575163      .";"1      ."
"convergent extension";"0.986928104575163      .";"1      ."
"dorsal/ventral pattern formation";"0.986928104575163      .";"1      ."
"embryonic heart tube development";"0.986928104575163      .";"1      ."
"embryonic pectoral fin morphogenesis";"0.986928104575163      .";"1      ."
"ephrin receptor binding";"0.986928104575163      .";"1      ."
"extracellular matrix";"0.986928104575163      .";"1      ."
"forebrain development";"0.986928104575163      .";"1      ."
"gastrulation";"0.986928104575163      .";"1      ."
"gene silencing by RNA";"0.986928104575163      .";"1      ."
"generation of neurons";"0.986928104575163      .";"1      ."
"heart development";"0.986928104575163      .";"1      ."
"hormone activity";"0.986928104575163      .";"1      ."
"insulin receptor binding";"0.986928104575163      .";"1      ."
"left/right pattern formation";"0.986928104575163      .";"1      ."
"ligand-dependent nuclear receptor transcription coactivator activity";"0.986928104575163      .";"1      ."
"lymphangiogenesis";"0.986928104575163      .";"1      ."
"metallopeptidase activity";"0.986928104575163      .";"1      ."
"motor neuron axon guidance";"0.986928104575163      .";"1      ."
"muscle cell development";"0.986928104575163      .";"1      ."
"muscle organ development";"0.986928104575163      .";"1      ."
"negative regulation of cell proliferation";"0.986928104575163      .";"1      ."
"negative regulation of transcription from RNA polymerase II promoter";"0.986928104575163      .";"1      ."
"nuclear localization sequence binding";"0.986928104575163      .";"1      ."
"oligodendrocyte development";"0.986928104575163      .";"1      ."
"photoreceptor cell outer segment organization";"0.986928104575163      .";"1      ."
"positive regulation of pathway-restricted SMAD protein phosphorylation";"0.986928104575163      .";"1      ."
"pronephric glomerulus development";"0.986928104575163      .";"1      ."
"pronephric glomerulus morphogenesis";"0.986928104575163      .";"1      ."
"regulation of canonical Wnt signaling pathway";"0.986928104575163      .";"1      ."
"regulation of cell migration";"0.986928104575163      .";"1      ."
"retina layer formation";"0.986928104575163      .";"1      ."
"RNA secondary structure unwinding";"0.986928104575163      .";"1      ."
"semaphorin-plexin signaling pathway";"0.986928104575163      .";"1      ."
"semaphorin receptor activity";"0.986928104575163      .";"1      ."
"signal transduction by protein phosphorylation";"0.986928104575163      .";"1      ."
"SMAD protein signal transduction";"0.986928104575163      .";"1      ."
"small protein activating enzyme activity";"0.986928104575163      .";"1      ."
"sulfotransferase activity";"0.986928104575163      .";"1      ."
"transcription factor complex";"0.986928104575163      .";"1      ."
"transforming growth factor beta receptor binding";"0.986928104575163      .";"1      ."
"ventricular system development";"0.986928104575163      .";"1      ."
"activation of protein kinase activity";"0.993464052287582      .";"1      ."
"adenylate cyclase-activating adrenergic receptor signaling pathway";"0.993464052287582      .";"1      ."
"adrenal gland development";"0.993464052287582      .";"1      ."
"ATP-dependent chromatin remodeling";"0.993464052287582      .";"1      ."
"ATP-dependent RNA helicase activity";"0.993464052287582      .";"1      ."
"clathrin-coated pit";"0.993464052287582      .";"1      ."
"convergent extension involved in gastrulation";"0.993464052287582      .";"1      ."
"DNA biosynthetic process";"0.993464052287582      .";"1      ."
"heart jogging";"0.993464052287582      .";"1      ."
"immunoglobulin production";"0.993464052287582      .";"1      ."
"induction of positive chemotaxis";"0.993464052287582      .";"1      ."
"metalloendopeptidase activity";"0.993464052287582      .";"1      ."
"methyltransferase activity";"0.993464052287582      .";"1      ."
"miRNA mediated inhibition of translation";"0.993464052287582      .";"1      ."
"protein serine/threonine kinase activity";"0.993464052287582      .";"1      ."
"regulation of neuron differentiation";"0.993464052287582      .";"1      ."
"sprouting angiogenesis";"0.993464052287582      .";"1      ."
"swim bladder development";"0.993464052287582      .";"1      ."
"central nervous system projection neuron axonogenesis";"1      .";"1      ."
"cytokine activity";"1      .";"1      ."
"digestive tract development";"1      .";"1      ."
"DNA integration";"1      .";"1      ."
"dorsal convergence";"1      .";"1      ."
"growth factor activity";"1      .";"1      ."
"mRNA 3'-UTR binding";"1      .";"1      ."
"positive regulation of angiogenesis";"1      .";"1      ."
"positive regulation of gene expression";"1      .";"1      ."
"positive regulation of vasoconstriction";"1      .";"1      ."
"Rac GTPase binding";"1      .";"1      ."
"RNA-dependent DNA biosynthetic process";"1      .";"1      ."
"RNA-directed DNA polymerase activity";"1      .";"1      ."
"somite development";"1      .";"1      ."
"stress-activated protein kinase signaling cascade";"1      .";"1      ."
"transcription cofactor activity";"1      .";"1      ."
"transcription elongation from RNA polymerase II promoter";"1      .";"1      ."
"vascular endothelial growth factor receptor signaling pathway";"1      .";"1      ."
"zinc ion binding";"1      .";"1      ."
