"gene set";"p-value";"fdr"
"BMP signaling pathway";"0.96078431372549      .";"1      ."
"brain morphogenesis";"0.96078431372549      .";"1      ."
"cadherin binding";"0.96078431372549      .";"1      ."
"canonical Wnt signaling pathway";"0.96078431372549      .";"1      ."
"cell development";"0.96078431372549      .";"1      ."
"chromatin silencing";"0.96078431372549      .";"1      ."
"cilium assembly";"0.96078431372549      .";"1      ."
"covalent chromatin modification";"0.96078431372549      .";"1      ."
"DNA-dependent ATPase activity";"0.96078431372549      .";"1      ."
"DNA binding";"0.96078431372549      .";"1      ."
"DNA integration";"0.96078431372549      .";"1      ."
"dynein complex";"0.96078431372549      .";"1      ."
"embryonic cranial skeleton morphogenesis";"0.96078431372549      .";"1      ."
"ephrin receptor activity";"0.96078431372549      .";"1      ."
"eye development";"0.96078431372549      .";"1      ."
"fin morphogenesis";"0.96078431372549      .";"1      ."
"fin regeneration";"0.96078431372549      .";"1      ."
"floor plate formation";"0.96078431372549      .";"1      ."
"growth factor activity";"0.96078431372549      .";"1      ."
"heart development";"0.96078431372549      .";"1      ."
"hippo signaling";"0.96078431372549      .";"1      ."
"histone deacetylation";"0.96078431372549      .";"1      ."
"histone lysine methylation";"0.96078431372549      .";"1      ."
"lens development in camera-type eye";"0.96078431372549      .";"1      ."
"mitotic cytokinesis";"0.96078431372549      .";"1      ."
"motor neuron axon guidance";"0.96078431372549      .";"1      ."
"mRNA binding";"0.96078431372549      .";"1      ."
"neuromast development";"0.96078431372549      .";"1      ."
"neuron migration";"0.96078431372549      .";"1      ."
"notochord development";"0.96078431372549      .";"1      ."
"peptidyl-tyrosine phosphorylation";"0.96078431372549      .";"1      ."
"peripheral nervous system neuron axonogenesis";"0.96078431372549      .";"1      ."
"pharyngeal system development";"0.96078431372549      .";"1      ."
"phosphatidylinositol phospholipase C activity";"0.96078431372549      .";"1      ."
"positive regulation of BMP signaling pathway";"0.96078431372549      .";"1      ."
"positive regulation of neurogenesis";"0.96078431372549      .";"1      ."
"precatalytic spliceosome";"0.96078431372549      .";"1      ."
"primitive erythrocyte differentiation";"0.96078431372549      .";"1      ."
"pronephros development";"0.96078431372549      .";"1      ."
"protein binding";"0.96078431372549      .";"1      ."
"protein localization";"0.96078431372549      .";"1      ."
"regulation of cell migration";"0.96078431372549      .";"1      ."
"retinal ganglion cell axon guidance";"0.96078431372549      .";"1      ."
"RNA binding";"0.96078431372549      .";"1      ."
"RNA methyltransferase activity";"0.96078431372549      .";"1      ."
"RNA polymerase II transcription factor binding";"0.96078431372549      .";"1      ."
"semicircular canal morphogenesis";"0.96078431372549      .";"1      ."
"SMAD protein signal transduction";"0.96078431372549      .";"1      ."
"stabilization of membrane potential";"0.96078431372549      .";"1      ."
"transcription regulatory region DNA binding";"0.96078431372549      .";"1      ."
"transcription, DNA-templated";"0.96078431372549      .";"1      ."
"vasculature development";"0.96078431372549      .";"1      ."
"vasculogenesis";"0.96078431372549      .";"1      ."
"Wnt-protein binding";"0.96078431372549      .";"1      ."
"Wnt signaling pathway";"0.96078431372549      .";"1      ."
"adenohypophysis development";"0.973856209150327      .";"1      ."
"basement membrane";"0.973856209150327      .";"1      ."
"blood vessel development";"0.973856209150327      .";"1      ."
"carbonate dehydratase activity";"0.973856209150327      .";"1      ."
"cell cycle";"0.973856209150327      .";"1      ."
"commitment complex";"0.973856209150327      .";"1      ."
"dynein light chain binding";"0.973856209150327      .";"1      ."
"embryonic heart tube morphogenesis";"0.973856209150327      .";"1      ."
"embryonic neurocranium morphogenesis";"0.973856209150327      .";"1      ."
"fin development";"0.973856209150327      .";"1      ."
"forebrain development";"0.973856209150327      .";"1      ."
"heart jogging";"0.973856209150327      .";"1      ."
"mesoderm formation";"0.973856209150327      .";"1      ."
"non-canonical Wnt signaling pathway";"0.973856209150327      .";"1      ."
"Notch signaling pathway";"0.973856209150327      .";"1      ."
"nuclear chromatin";"0.973856209150327      .";"1      ."
"nucleosomal DNA binding";"0.973856209150327      .";"1      ."
"oligosaccharide metabolic process";"0.973856209150327      .";"1      ."
"peptidyl-proline hydroxylation";"0.973856209150327      .";"1      ."
"peptidyl-threonine phosphorylation";"0.973856209150327      .";"1      ."
"photoreceptor cell outer segment organization";"0.973856209150327      .";"1      ."
"positive regulation of cell proliferation";"0.973856209150327      .";"1      ."
"posterior lateral line development";"0.973856209150327      .";"1      ."
"posterior lateral line neuromast primordium migration";"0.973856209150327      .";"1      ."
"protein tyrosine kinase activity";"0.973856209150327      .";"1      ."
"regulation of transcription, DNA-templated";"0.973856209150327      .";"1      ."
"response to peptide";"0.973856209150327      .";"1      ."
"retinal cone cell development";"0.973856209150327      .";"1      ."
"RNA methylation";"0.973856209150327      .";"1      ."
"smoothened signaling pathway";"0.973856209150327      .";"1      ."
"somitogenesis";"0.973856209150327      .";"1      ."
"striated muscle cell development";"0.973856209150327      .";"1      ."
"transforming growth factor beta receptor signaling pathway";"0.973856209150327      .";"1      ."
"U1 snRNP";"0.973856209150327      .";"1      ."
"viral nucleocapsid";"0.973856209150327      .";"1      ."
"Wnt-activated receptor activity";"0.973856209150327      .";"1      ."
"atrioventricular canal development";"0.986928104575163      .";"1      ."
"camera-type eye morphogenesis";"0.986928104575163      .";"1      ."
"cell fate commitment";"0.986928104575163      .";"1      ."
"cell migration involved in gastrulation";"0.986928104575163      .";"1      ."
"cell proliferation";"0.986928104575163      .";"1      ."
"cell surface receptor signaling pathway";"0.986928104575163      .";"1      ."
"chromatin";"0.986928104575163      .";"1      ."
"convergent extension involved in axis elongation";"0.986928104575163      .";"1      ."
"detection of chemical stimulus involved in sensory perception of smell";"0.986928104575163      .";"1      ."
"determination of heart left/right asymmetry";"0.986928104575163      .";"1      ."
"determination of liver left/right asymmetry";"0.986928104575163      .";"1      ."
"embryonic heart tube development";"0.986928104575163      .";"1      ."
"embryonic pectoral fin morphogenesis";"0.986928104575163      .";"1      ."
"extracellular matrix organization";"0.986928104575163      .";"1      ."
"fibroblast growth factor receptor binding";"0.986928104575163      .";"1      ."
"frizzled binding";"0.986928104575163      .";"1      ."
"heart looping";"0.986928104575163      .";"1      ."
"hemoglobin complex";"0.986928104575163      .";"1      ."
"inner ear morphogenesis";"0.986928104575163      .";"1      ."
"integral component of nuclear inner membrane";"0.986928104575163      .";"1      ."
"intraciliary transport";"0.986928104575163      .";"1      ."
"intraciliary transport particle B";"0.986928104575163      .";"1      ."
"Kupffer's vesicle development";"0.986928104575163      .";"1      ."
"L-ascorbic acid binding";"0.986928104575163      .";"1      ."
"mRNA export from nucleus";"0.986928104575163      .";"1      ."
"mRNA splicing, via spliceosome";"0.986928104575163      .";"1      ."
"multicellular organism development";"0.986928104575163      .";"1      ."
"negative regulation of BMP signaling pathway";"0.986928104575163      .";"1      ."
"neuron differentiation";"0.986928104575163      .";"1      ."
"notochord morphogenesis";"0.986928104575163      .";"1      ."
"nuclear envelope";"0.986928104575163      .";"1      ."
"nucleus";"0.986928104575163      .";"1      ."
"olfactory receptor activity";"0.986928104575163      .";"1      ."
"oxygen binding";"0.986928104575163      .";"1      ."
"oxygen transport";"0.986928104575163      .";"1      ."
"oxygen transporter activity";"0.986928104575163      .";"1      ."
"phospholipase activity";"0.986928104575163      .";"1      ."
"positive regulation of cell migration";"0.986928104575163      .";"1      ."
"post-anal tail morphogenesis";"0.986928104575163      .";"1      ."
"regulation of alternative mRNA splicing, via spliceosome";"0.986928104575163      .";"1      ."
"regulation of heart contraction";"0.986928104575163      .";"1      ."
"regulation of protein kinase activity";"0.986928104575163      .";"1      ."
"regulation of RNA splicing";"0.986928104575163      .";"1      ."
"regulation of Wnt signaling pathway";"0.986928104575163      .";"1      ."
"response to biotic stimulus";"0.986928104575163      .";"1      ."
"retina development in camera-type eye";"0.986928104575163      .";"1      ."
"RNA polymerase II transcriptional preinitiation complex assembly";"0.986928104575163      .";"1      ."
"sensory epithelium regeneration";"0.986928104575163      .";"1      ."
"sequence-specific DNA binding";"0.986928104575163      .";"1      ."
"sialylation";"0.986928104575163      .";"1      ."
"sialyltransferase activity";"0.986928104575163      .";"1      ."
"transcriptional repressor complex";"0.986928104575163      .";"1      ."
"transmembrane receptor protein tyrosine kinase activity";"0.986928104575163      .";"1      ."
"branching involved in blood vessel morphogenesis";"0.993464052287582      .";"1      ."
"cell cycle arrest";"0.993464052287582      .";"1      ."
"cilium movement";"0.993464052287582      .";"1      ."
"determination of dorsal identity";"0.993464052287582      .";"1      ."
"determination of left/right symmetry";"0.993464052287582      .";"1      ."
"determination of ventral identity";"0.993464052287582      .";"1      ."
"double-stranded DNA binding";"0.993464052287582      .";"1      ."
"embryonic viscerocranium morphogenesis";"0.993464052287582      .";"1      ."
"eye photoreceptor cell development";"0.993464052287582      .";"1      ."
"fibroblast growth factor receptor signaling pathway";"0.993464052287582      .";"1      ."
"histone deacetylase activity";"0.993464052287582      .";"1      ."
"mRNA processing";"0.993464052287582      .";"1      ."
"positive regulation of DNA repair";"0.993464052287582      .";"1      ."
"primitive hemopoiesis";"0.993464052287582      .";"1      ."
"RNA splicing";"0.993464052287582      .";"1      ."
"spinal cord motor neuron differentiation";"0.993464052287582      .";"1      ."
"thymus development";"0.993464052287582      .";"1      ."
"transcription corepressor activity";"0.993464052287582      .";"1      ."
"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding";"0.993464052287582      .";"1      ."
"ventral spinal cord interneuron differentiation";"0.993464052287582      .";"1      ."
"axonogenesis";"1      .";"1      ."
"calcium ion import";"1      .";"1      ."
"chromatin binding";"1      .";"1      ."
"cilium";"1      .";"1      ."
"DNA recombination";"1      .";"1      ."
"embryonic camera-type eye development";"1      .";"1      ."
"inner ear development";"1      .";"1      ."
"lipid glycosylation";"1      .";"1      ."
"mesoderm development";"1      .";"1      ."
"midbrain-hindbrain boundary development";"1      .";"1      ."
"mitotic sister chromatid segregation";"1      .";"1      ."
"neuropilin binding";"1      .";"1      ."
"nucleocytoplasmic transporter activity";"1      .";"1      ."
"oligodendrocyte differentiation";"1      .";"1      ."
"regulation of angiogenesis";"1      .";"1      ."
"regulation of neuron apoptotic process";"1      .";"1      ."
