"gene set";"p-value";"fdr"
"positive regulation of transcription from RNA polymerase II promoter";"0.986928104575163      .";"1      ."
"postsynapse";"0.986928104575163      .";"1      ."
"potassium ion binding";"0.986928104575163      .";"1      ."
"presynaptic active zone";"0.986928104575163      .";"1      ."
"protein binding, bridging";"0.986928104575163      .";"1      ."
"regulation of autophagy";"0.986928104575163      .";"1      ."
"regulation of exocytosis";"0.986928104575163      .";"1      ."
"regulation of gene expression";"0.986928104575163      .";"1      ."
"regulation of membrane potential";"0.986928104575163      .";"1      ."
"regulation of microtubule polymerization or depolymerization";"0.986928104575163      .";"1      ."
"response to hypoxia";"0.986928104575163      .";"1      ."
"response to stimulus";"0.986928104575163      .";"1      ."
"sensory perception of smell";"0.986928104575163      .";"1      ."
"serine-type endopeptidase inhibitor activity";"0.986928104575163      .";"1      ."
"synaptic transmission, cholinergic";"0.986928104575163      .";"1      ."
"transmembrane transport";"0.986928104575163      .";"1      ."
"transport";"0.986928104575163      .";"1      ."
"transporter activity";"0.986928104575163      .";"1      ."
"triglyceride catabolic process";"0.986928104575163      .";"1      ."
"vacuolar proton-transporting V-type ATPase, V0 domain";"0.986928104575163      .";"1      ."
"vesicle docking involved in exocytosis";"0.986928104575163      .";"1      ."
"voltage-gated chloride channel activity";"0.986928104575163      .";"1      ."
"voltage-gated sodium channel activity";"0.986928104575163      .";"1      ."
"actin filament";"0.993464052287582      .";"1      ."
"adenylate cyclase-modulating G-protein coupled receptor signaling pathway";"0.993464052287582      .";"1      ."
"anchored component of membrane";"0.993464052287582      .";"1      ."
"aromatic amino acid family metabolic process";"0.993464052287582      .";"1      ."
"BLOC-1 complex";"0.993464052287582      .";"1      ."
"blood microparticle";"0.993464052287582      .";"1      ."
"calcium-dependent phospholipid binding";"0.993464052287582      .";"1      ."
"chylomicron";"0.993464052287582      .";"1      ."
"circadian rhythm";"0.993464052287582      .";"1      ."
"cytoplasmic vesicle";"0.993464052287582      .";"1      ."
"FK506 binding";"0.993464052287582      .";"1      ."
"Golgi apparatus";"0.993464052287582      .";"1      ."
"head development";"0.993464052287582      .";"1      ."
"heat shock protein binding";"0.993464052287582      .";"1      ."
"heterotrimeric G-protein complex";"0.993464052287582      .";"1      ."
"high voltage-gated calcium channel activity";"0.993464052287582      .";"1      ."
"hypothalamus development";"0.993464052287582      .";"1      ."
"larval locomotory behavior";"0.993464052287582      .";"1      ."
"lipid binding";"0.993464052287582      .";"1      ."
"membrane depolarization during action potential";"0.993464052287582      .";"1      ."
"motor activity";"0.993464052287582      .";"1      ."
"negative regulation of angiogenesis";"0.993464052287582      .";"1      ."
"negative regulation of catalytic activity";"0.993464052287582      .";"1      ."
"negative regulation of endopeptidase activity";"0.993464052287582      .";"1      ."
"negative regulation of transcription, DNA-templated";"0.993464052287582      .";"1      ."
"neural crest formation";"0.993464052287582      .";"1      ."
"neurogenesis";"0.993464052287582      .";"1      ."
"neuron projection development";"0.993464052287582      .";"1      ."
"neuronal cell body";"0.993464052287582      .";"1      ."
"neurotransmitter:sodium symporter activity";"0.993464052287582      .";"1      ."
"PDZ domain binding";"0.993464052287582      .";"1      ."
"perinuclear region of cytoplasm";"0.993464052287582      .";"1      ."
"peripheral nervous system development";"0.993464052287582      .";"1      ."
"phosphatase activity";"0.993464052287582      .";"1      ."
"phosphatidylinositol-4,5-bisphosphate binding";"0.993464052287582      .";"1      ."
"phospholipase C-activating dopamine receptor signaling pathway";"0.993464052287582      .";"1      ."
"receptor-mediated endocytosis";"0.993464052287582      .";"1      ."
"regulation of ion transmembrane transport";"0.993464052287582      .";"1      ."
"response to light stimulus";"0.993464052287582      .";"1      ."
"response to mechanical stimulus";"0.993464052287582      .";"1      ."
"small molecule binding";"0.993464052287582      .";"1      ."
"somite specification";"0.993464052287582      .";"1      ."
"transferase activity, transferring phosphorus-containing groups";"0.993464052287582      .";"1      ."
"vesicle docking";"0.993464052287582      .";"1      ."
"voltage-gated calcium channel complex";"0.993464052287582      .";"1      ."
"voltage-gated ion channel activity";"0.993464052287582      .";"1      ."
"voltage-gated sodium channel complex";"0.993464052287582      .";"1      ."
"actin nucleation";"1      .";"1      ."
"activation of MAPKKK activity";"1      .";"1      ."
"AMPA glutamate receptor complex";"1      .";"1      ."
"amyloid-beta binding";"1      .";"1      ."
"ATP hydrolysis coupled cation transmembrane transport";"1      .";"1      ."
"axon extension";"1      .";"1      ."
"axon regeneration";"1      .";"1      ."
"basolateral plasma membrane";"1      .";"1      ."
"calcium-transporting ATPase activity";"1      .";"1      ."
"calcium channel activity";"1      .";"1      ."
"calcium ion binding";"1      .";"1      ."
"calcium ion homeostasis";"1      .";"1      ."
"calcium ion transmembrane transport";"1      .";"1      ."
"calcium ion transport";"1      .";"1      ."
"carboxylic acid metabolic process";"1      .";"1      ."
"cell-cell adherens junction";"1      .";"1      ."
"cell-matrix adhesion";"1      .";"1      ."
"cell adhesion molecule binding";"1      .";"1      ."
"cell fate specification";"1      .";"1      ."
"cell junction";"1      .";"1      ."
"cell recognition";"1      .";"1      ."
"central nervous system development";"1      .";"1      ."
"clathrin-coated vesicle";"1      .";"1      ."
"clathrin coat assembly";"1      .";"1      ."
"cytoskeleton-dependent intracellular transport";"1      .";"1      ."
"dopamine receptor signaling pathway";"1      .";"1      ."
"dopaminergic neuron differentiation";"1      .";"1      ."
"excitatory postsynaptic potential";"1      .";"1      ."
"extracellular-glutamate-gated ion channel activity";"1      .";"1      ."
"G-protein beta/gamma-subunit complex binding";"1      .";"1      ."
"glycolipid biosynthetic process";"1      .";"1      ."
"guanyl nucleotide binding";"1      .";"1      ."
"habenula development";"1      .";"1      ."
"heparan sulfate proteoglycan binding";"1      .";"1      ."
"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules";"1      .";"1      ."
"homophilic cell adhesion via plasma membrane adhesion molecules";"1      .";"1      ."
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds";"1      .";"1      ."
"intermediate filament";"1      .";"1      ."
"intracellular receptor signaling pathway";"1      .";"1      ."
"ion channel activity";"1      .";"1      ."
"ion transmembrane transport";"1      .";"1      ."
"ion transport";"1      .";"1      ."
"ionotropic glutamate receptor activity";"1      .";"1      ."
"ionotropic glutamate receptor signaling pathway";"1      .";"1      ."
"kidney development";"1      .";"1      ."
"metallocarboxypeptidase activity";"1      .";"1      ."
"microtubule associated complex";"1      .";"1      ."
"microtubule binding";"1      .";"1      ."
"microtubule cytoskeleton";"1      .";"1      ."
"midbrain development";"1      .";"1      ."
"myosin complex";"1      .";"1      ."
"negative regulation of cell migration";"1      .";"1      ."
"nervous system development";"1      .";"1      ."
"neural crest cell development";"1      .";"1      ."
"neuromuscular junction development";"1      .";"1      ."
"neuron development";"1      .";"1      ."
"neuron projection";"1      .";"1      ."
"neuron projection morphogenesis";"1      .";"1      ."
"neuronal action potential";"1      .";"1      ."
"neurotransmitter secretion";"1      .";"1      ."
"neurotransmitter transport";"1      .";"1      ."
"phospholipid binding";"1      .";"1      ."
"plasma membrane";"1      .";"1      ."
"positive regulation of neurogenesis";"1      .";"1      ."
"postsynaptic membrane";"1      .";"1      ."
"potassium ion transport";"1      .";"1      ."
"presynapse";"1      .";"1      ."
"protein domain specific binding";"1      .";"1      ."
"protein homodimerization activity";"1      .";"1      ."
"receptor activity";"1      .";"1      ."
"regulation of blood pressure";"1      .";"1      ."
"regulation of cytoskeleton organization";"1      .";"1      ."
"regulation of cytosolic calcium ion concentration";"1      .";"1      ."
"RNA polymerase II transcription coactivator activity";"1      .";"1      ."
"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding";"1      .";"1      ."
"sarcoplasmic reticulum";"1      .";"1      ."
"secretory granule";"1      .";"1      ."
"serine-type carboxypeptidase activity";"1      .";"1      ."
"single organismal cell-cell adhesion";"1      .";"1      ."
"SNAP receptor activity";"1      .";"1      ."
"SNARE complex";"1      .";"1      ."
"sodium ion transport";"1      .";"1      ."
"spectrin binding";"1      .";"1      ."
"steroid hormone mediated signaling pathway";"1      .";"1      ."
"steroid hormone receptor activity";"1      .";"1      ."
"structural molecule activity";"1      .";"1      ."
"swimming behavior";"1      .";"1      ."
"symporter activity";"1      .";"1      ."
"synapse";"1      .";"1      ."
"synapse assembly";"1      .";"1      ."
"synaptic vesicle";"1      .";"1      ."
"synaptic vesicle fusion to presynaptic active zone membrane";"1      .";"1      ."
"synaptic vesicle membrane";"1      .";"1      ."
"syntaxin binding";"1      .";"1      ."
"transcription from RNA polymerase II promoter";"1      .";"1      ."
"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding";"1      .";"1      ."
"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding";"1      .";"1      ."
"transition metal ion binding";"1      .";"1      ."
"tubulin binding";"1      .";"1      ."
"vacuolar membrane";"1      .";"1      ."
"vesicle fusion";"1      .";"1      ."
"voltage-gated calcium channel activity";"1      .";"1      ."
